Station ID,Data Source,Station Name,Latitude,Longitude,Elevation(m),Station history
INA-10ED05,Indian and Northern Affairs Canada,BLACKSTONE RIVER - NWT,61.05,-122.9,198,BLACKSTONE RIVER - NWT 61 3 122 54 198 19870105 19980319 37
INA-10FA01,Indian and Northern Affairs Canada,TROUT LAKE TOWER,60.43333333,-121.2166667,152,TROUT LAKE TOWER 60 26 121 13 152 19831024 19860326 11
INA-10GC01,Indian and Northern Affairs Canada,SHALE CREEK,62.06666667,-122.2,168,SHALE CREEK 62 4 122 12 168 19851112 19980318 49
INA-10HA01,Indian and Northern Affairs Canada,TSICHU RIVER,63.3,-129.8333333,1265,TSICHU RIVER 63 18 129 50 1265 19760203 19850514 25
INA-10HC01,Indian and Northern Affairs Canada,WRIGLEY,63.2,-123.4166667,149,WRIGLEY 63 12 123 25 149 19840110 19960315 39
INA-10KA01,Indian and Northern Affairs Canada,NORMAN WELLS A,65.28333333,-126.8,73,NORMAN WELLS A 65 17 126 48 73 19781015 19891201 78
INA-10KA02,Indian and Northern Affairs Canada,GREAT BEAR RIVER SOUTH,64.91666667,-125.9166667,150,GREAT BEAR RIVER SOUTH 64 55 125 55 150 19920325 19920325 1
INA-10LB01,Indian and Northern Affairs Canada,THUNDER RIVER,67.48333333,-130.8333333,122,THUNDER RIVER 67 29 130 50 122 19910425 19940426 3
INA-10LB02,Indian and Northern Affairs Canada,LITTLE CHICAGO,67.18333333,-130.2166667,60,LITTLE CHICAGO 67 11 130 13 60 19910425 19940426 3
INA-10LB03,Indian and Northern Affairs Canada,NININ (TROUT) LAKE,67.86666667,-131.3333333,150,NININ (TROUT) LAKE 67 52 131 20 150 19910425 19940426 3
INA-10LB04,Indian and Northern Affairs Canada,SUNNY LAKE,67.88333333,-132.5833333,183,SUNNY LAKE 67 53 132 35 183 19910425 19940426 3
INA-10LC01,Indian and Northern Affairs Canada,INUVIK UA,68.31666667,-133.5333333,68,INUVIK UA 68 19 133 32 68 19781001 19891201 88
INA-10LC02,Indian and Northern Affairs Canada,RENGLENG RIVER,67.63333333,-133.8333333,84,RENGLENG RIVER 67 38 133 50 84 19830323 20010409 88
INA-10LC03,Indian and Northern Affairs Canada,CARIBOU CREEK,68.05,-133.4833333,76,CARIBOU CREEK 68 3 133 29 76 19830323 20010904 89
INA-10MC01,Indian and Northern Affairs Canada,FORT MCPHERSON,67.38333333,-134.5,30,FORT MCPHERSON 67 23 134 30 30 19910227 19950104 10
INA-10MC02,Indian and Northern Affairs Canada,SHILTEE TOWER,67.3,-134.95,153,SHILTEE TOWER 67 18 134 57 153 19920425 19940426 3
INA-10MC03,Indian and Northern Affairs Canada,SATAH RIVER,67.86666667,-134.2,40,SATAH RIVER 67 52 134 12 40 19910425 19940426 3
INA-10TA01,Indian and Northern Affairs Canada,CAMBRIDGE BAY,69.1,-105.1166667,-99999,CAMBRIDGE BAY 69 6 105 7 -999 19781208 19891201 85
ONR-0102,Ontario Ministry of Natural Ressources,REDBRIDGE,46.36666667,-79.18333333,229,REDBRIDGE 46 22 79 11 229 19760308 19770404 3
ONR-0201,Ontario Ministry of Natural Ressources,COOKS MILLS,46.4,-79.4,366,COOKS MILLS 46 24 79 24 366 19760308 19770404 3
ONR-0301,Ontario Ministry of Natural Ressources,BRUCEFIELD,43.55,-81.53333333,230,BRUCEFIELD 43 33 81 32 230 19780103 20040216 193
ONR-0302,Ontario Ministry of Natural Ressources,KHIVA,43.3,-81.63333333,230,KHIVA 43 18 81 38 230 19780103 20040216 176
ONR-0303,Ontario Ministry of Natural Ressources,LUCAN,43.18333333,-81.46666667,256,LUCAN 43 11 81 28 256 19720106 20040216 228
ONR-0304,Ontario Ministry of Natural Ressources,MORRISON DAM,43.36666667,-81.45,274,MORRISON DAM 43 22 81 27 274 19650121 20040216 271
ONR-0305,Ontario Ministry of Natural Ressources,ROCK GLEN,43.08333333,-81.81666667,221,ROCK GLEN 43 5 81 49 221 19650120 20040216 270
ONR-0306,Ontario Ministry of Natural Ressources,STAFFA,43.46666667,-81.31666667,328,STAFFA 43 28 81 19 328 19780103 20040216 192
ONR-0307,Ontario Ministry of Natural Ressources,THEDFORD,43.21666667,-81.86666667,183,THEDFORD 43 13 81 52 183 19650120 20040220 273
ONR-0308,Ontario Ministry of Natural Ressources,PARKHILL,43.18333333,-81.68333333,204,PARKHILL 43 11 81 41 204 19710104 20040216 221
ONR-0309,Ontario Ministry of Natural Ressources,ANDY DIXON,43.18333333,-81.5,236,ANDY DIXON 43 11 81 30 236 19650121 19700401 39
ONR-0401,Ontario Ministry of Natural Ressources,FLESHERTON,44.26666667,-80.53333333,442,FLESHERTON 44 16 80 32 442 19710113 20040216 265
ONR-0402,Ontario Ministry of Natural Ressources,FEVERSHAM,44.35,-80.36666667,488,FEVERSHAM 44 21 80 22 488 19831201 20040216 176
ONR-0450,Ontario Ministry of Natural Ressources,ROCKLYN CR,44.5,-80.66666667,350,ROCKLYN CR 44 30 80 40 350 19831201 20040216 174
ONR-0501,Ontario Ministry of Natural Ressources,WILLIAMS LAK,44.4,-80.83333333,335,WILLIAMS LAK 44 24 80 50 335 19710113 20040216 266
ONR-0601,Ontario Ministry of Natural Ressources,ADAMSVILLE,44.86666667,-81.16666667,221,ADAMSVILLE 44 52 81 10 221 19760308 19780315 14
ONR-0602,Ontario Ministry of Natural Ressources,BOAT LAKE,44.73333333,-81.2,190,BOAT LAKE 44 44 81 12 190 19761215 19810415 31
ONR-0603,Ontario Ministry of Natural Ressources,COLPOY BAY,44.8,-81.16666667,213,COLPOY BAY 44 48 81 10 213 19760308 19790415 21
ONR-0604,Ontario Ministry of Natural Ressources,HEPWORTH,44.63333333,-81.11666667,213,HEPWORTH 44 38 81 7 213 19760308 20040216 230
ONR-0605,Ontario Ministry of Natural Ressources,HODGINS LAKE,44.76666667,-81.26666667,198,HODGINS LAKE 44 46 81 16 198 19761215 19780315 12
ONR-0607,Ontario Ministry of Natural Ressources,TARA,44.48333333,-81.16666667,224,TARA 44 29 81 10 224 19710114 20040216 269
ONR-0608,Ontario Ministry of Natural Ressources,ADAMSVILLE,44.86666667,-81.16666667,229,ADAMSVILLE 44 52 81 10 229 19811127 19820402 9
ONR-0609,Ontario Ministry of Natural Ressources,COLPOY BAY 2,44.8,-81.16666667,213,COLPOY BAY 2 44 48 81 10 213 19821201 20040216 172
ONR-0701,Ontario Ministry of Natural Ressources,MORRISTON,43.45,-80.08333333,305,MORRISTON 43 27 80 5 305 19730201 20031216 206
ONR-0702,Ontario Ministry of Natural Ressources,MOUNT NEMO,43.41666667,-79.88333333,282,MOUNT NEMO 43 25 79 53 282 19730201 20031216 205
ONR-0801,Ontario Ministry of Natural Ressources,KELSO,43.51666667,-79.98333333,305,KELSO 43 31 79 59 305 19730201 20031216 202
ONR-0901,Ontario Ministry of Natural Ressources,BATTERSEA,44.41666667,-76.4,137,BATTERSEA 44 25 76 24 137 19750228 20040216 213
ONR-1001,Ontario Ministry of Natural Ressources,BROCKVILLE,44.63333333,-75.73333333,107,BROCKVILLE 44 38 75 44 107 19710104 20040216 237
ONR-1101,Ontario Ministry of Natural Ressources,DELTA,44.6,-76.11666667,100,DELTA 44 36 76 7 100 19710105 20040216 238
ONR-1102,Ontario Ministry of Natural Ressources,GANANOQUE,44.4,-76.25,106,GANANOQUE 44 24 76 15 106 19810114 20040216 162
ONR-1103,Ontario Ministry of Natural Ressources,ATHENS,44.63333333,-75.95,129,ATHENS 44 38 75 57 129 19810114 20040216 168
ONR-1104,Ontario Ministry of Natural Ressources,OUTLET,44.5,-76.06666667,107,OUTLET 44 30 76 4 107 19810114 19900115 67
ONR-1105,Ontario Ministry of Natural Ressources,BLACK RAPIDS,44.51666667,-76.1,114,BLACK RAPIDS 44 31 76 6 114 19810129 19890315 63
ONR-1106,Ontario Ministry of Natural Ressources,GOULD LAKE,44.46666667,-76.6,150,GOULD LAKE 44 28 76 36 150 19900102 20040216 110
ONR-1107,Ontario Ministry of Natural Ressources,KINGSTON,44.28333333,-76.5,120,KINGSTON 44 17 76 30 120 19900102 20040216 110
ONR-1201,Ontario Ministry of Natural Ressources,BELFOUNTAIN,43.8,-80.01666667,366,BELFOUNTAIN 43 48 80 1 366 19750228 19910402 136
ONR-1202,Ontario Ministry of Natural Ressources,MONORA,43.93333333,-80.1,427,MONORA 43 56 80 6 427 19710111 19880415 140
ONR-1203,Ontario Ministry of Natural Ressources,TERRA COTTA,43.71666667,-79.95,343,TERRA COTTA 43 43 79 57 343 19630115 20040216 312
ONR-1204,Ontario Ministry of Natural Ressources,HILLSBURGH,43.8,-80.16666667,480,HILLSBURGH 43 48 80 10 480 19721221 19740329 12
ONR-1205,Ontario Ministry of Natural Ressources,MEADOWVALE,43.63333333,-79.73333333,166,MEADOWVALE 43 38 79 44 166 19841203 19910402 60
ONR-1206,Ontario Ministry of Natural Ressources,ORANGEVILLE,43.93333333,-80.08333333,425,ORANGEVILLE 43 56 80 5 425 19881215 20040216 116
ONR-1207,Ontario Ministry of Natural Ressources,BELFOUNTAIN2,43.8,-80,380,BELFOUNTAIN2 43 48 80 0 380 19911202 20031216 84
ONR-1208,Ontario Ministry of Natural Ressources,MEADOWVALE2,43.61666667,-79.73333333,166,MEADOWVALE2 43 37 79 44 166 19911202 20040216 82
ONR-1301,Ontario Ministry of Natural Ressources,CARDIFF,44.98333333,-77.96666667,357,CARDIFF 44 59 77 58 357 19730205 20030228 181
ONR-1302,Ontario Ministry of Natural Ressources,COE HILL,44.85,-77.88333333,326,COE HILL 44 51 77 53 326 19730205 20030228 181
ONR-1303,Ontario Ministry of Natural Ressources,CORDOVA,44.5,-77.8,202,CORDOVA 44 30 77 48 202 19730206 20030228 154
ONR-1304,Ontario Ministry of Natural Ressources,MARMORA,44.51666667,-77.91666667,183,MARMORA 44 31 77 55 183 19920131 19960301 14
ONR-1401,Ontario Ministry of Natural Ressources,HAZELWOOD  L,48.58333333,-89.3,442,HAZELWOOD L 48 35 89 18 442 19730209 20040216 318
ONR-1501,Ontario Ministry of Natural Ressources,THUNDER BAY,48.46666667,-89.25,244,THUNDER BAY 48 28 89 15 244 19730209 20040216 314
ONR-1601,Ontario Ministry of Natural Ressources,ROSSLYN,48.38333333,-89.43333333,229,ROSSLYN 48 23 89 26 229 19730209 20040216 314
ONR-1701,Ontario Ministry of Natural Ressources,FORT CREEK,46.53333333,-84.35,213,FORT CREEK 46 32 84 21 213 19730204 19810415 68
ONR-1702,Ontario Ministry of Natural Ressources,SHERWOOD FOR,46.55,-84.35,229,SHERWOOD FOR 46 33 84 21 229 19730204 19801215 62
ONR-1703,Ontario Ministry of Natural Ressources,FOURTH LINE,46.56666667,-84.33333333,243,FOURTH LINE 46 34 84 20 243 19801215 20040216 206
ONR-1801,Ontario Ministry of Natural Ressources,RED PINE,46.58333333,-84.28333333,282,RED PINE 46 35 84 17 282 19730204 20040216 265
ONR-1802,Ontario Ministry of Natural Ressources,WISHART PARK,46.56666667,-84.28333333,221,WISHART PARK 46 34 84 17 221 19730204 19801215 59
ONR-1901,Ontario Ministry of Natural Ressources,W. CEMETARY,46.56666667,-84.4,229,W. CEMETARY 46 34 84 24 229 19730206 19800401 62
ONR-1902,Ontario Ministry of Natural Ressources,EAST KORAH,46.55,-84.4,221,EAST KORAH 46 33 84 24 221 19731218 20031216 262
ONR-1903,Ontario Ministry of Natural Ressources,E.DAVIGON CR,46.55,-84.36666667,198,E.DAVIGON CR 46 33 84 22 198 19791214 19810415 16
ONR-1904,Ontario Ministry of Natural Ressources,BENNET CR,46.53333333,-84.4,191,BENNET CR 46 32 84 24 191 19791214 19810415 16
ONR-1905,Ontario Ministry of Natural Ressources,BRULE ROAD,46.58333333,-84.36666667,274,BRULE ROAD 46 35 84 22 274 19801215 20031216 206
ONR-1906,Ontario Ministry of Natural Ressources,LEIGH'S BAY,46.55,-84.36666667,198,LEIGH'S BAY 46 33 84 22 198 19801215 20031202 206
ONR-1907,Ontario Ministry of Natural Ressources,WALLS ROAD,46.5,-84.51666667,213,WALLS ROAD 46 30 84 31 213 19801215 20031216 203
ONR-2001,Ontario Ministry of Natural Ressources,CAMBRIDGE,43.38333333,-80.26666667,290,CAMBRIDGE 43 23 80 16 290 19721219 20031216 259
ONR-2002,Ontario Ministry of Natural Ressources,CANAGAGIGUE,43.63333333,-80.53333333,404,CANAGAGIGUE 43 38 80 32 404 19660119 20031216 309
ONR-2003,Ontario Ministry of Natural Ressources,CATHCART,43.11666667,-80.5,255,CATHCART 43 7 80 30 255 19610215 20031216 326
ONR-2004,Ontario Ministry of Natural Ressources,CORBETTON,44.16666667,-80.3,518,CORBETTON 44 10 80 18 518 19610203 20031216 356
ONR-2005,Ontario Ministry of Natural Ressources,DAMASCUS,43.9,-80.48333333,480,DAMASCUS 43 54 80 29 480 19721201 20031216 272
ONR-2006,Ontario Ministry of Natural Ressources,JESSOPVILLE,44.06666667,-80.31666667,495,JESSOPVILLE 44 4 80 19 495 19610203 20031216 352
ONR-2007,Ontario Ministry of Natural Ressources,MILLBANK,43.58333333,-80.83333333,381,MILLBANK 43 35 80 50 381 19721201 20031216 267
ONR-2008,Ontario Ministry of Natural Ressources,ONEIDA,43.03333333,-79.95,198,ONEIDA 43 2 79 57 198 19610215 20031216 317
ONR-2009,Ontario Ministry of Natural Ressources,ROCKWOOD,43.66666667,-80.21666667,404,ROCKWOOD 43 40 80 13 404 19721201 20031216 268
ONR-2010,Ontario Ministry of Natural Ressources,SPRING CR,43.7,-80.78333333,414,SPRING CR 43 42 80 47 414 19610124 20031216 350
ONR-2011,Ontario Ministry of Natural Ressources,TAVISTOCK,43.33333333,-80.78333333,343,TAVISTOCK 43 20 80 47 343 19610216 20031216 335
ONR-2012,Ontario Ministry of Natural Ressources,WALDEMAR,43.9,-80.28333333,454,WALDEMAR 43 54 80 17 454 19610124 20031216 360
ONR-2101,Ontario Ministry of Natural Ressources,SHEPPARDS,44,-79.45,267,SHEPPARDS 44 0 79 27 267 19740115 20030415 193
ONR-2102,Ontario Ministry of Natural Ressources,COULSON,44.15,-79.55,229,COULSON 44 9 79 33 229 19740115 20031216 193
ONR-2103,Ontario Ministry of Natural Ressources,SCHOMBERG,44.01666667,-79.71666667,251,SCHOMBERG 44 1 79 43 251 19740115 20031216 190
ONR-2104,Ontario Ministry of Natural Ressources,MUSSELMAN'S,44.06666667,-79.28333333,335,MUSSELMAN'S 44 4 79 17 335 19800201 19880201 50
ONR-2105,Ontario Ministry of Natural Ressources,BEAVERTON,44.38333333,-79.15,251,BEAVERTON 44 23 79 9 251 19861215 20031216 107
ONR-2106,Ontario Ministry of Natural Ressources,VALLENTYNE,44.25,-79.13333333,259,VALLENTYNE 44 15 79 8 259 19800201 20030415 155
ONR-2107,Ontario Ministry of Natural Ressources,STROUD,44.31666667,-79.61666667,291,STROUD 44 19 79 37 291 19861215 20030415 109
ONR-2108,Ontario Ministry of Natural Ressources,UXBRIDGE,44.1,-79.15,305,UXBRIDGE 44 6 79 9 305 19861215 20031216 112
ONR-2201,Ontario Ministry of Natural Ressources,MOUNT ALBERT,44.18333333,-79.35,232,MOUNT ALBERT 44 11 79 21 232 19740115 20031216 186
ONR-2301,Ontario Ministry of Natural Ressources,ALBION HILLS,43.93333333,-79.83333333,268,ALBION HILLS 43 56 79 50 268 19570219 20031216 253
ONR-2302,Ontario Ministry of Natural Ressources,COLD CR,43.91666667,-79.7,268,COLD CR 43 55 79 42 268 19790115 20031216 169
ONR-2303,Ontario Ministry of Natural Ressources,CLAIREVILLE,43.75,-79.66666667,168,CLAIREVILLE 43 45 79 40 168 19790115 20031216 154
ONR-2304,Ontario Ministry of Natural Ressources,BOYD,43.81666667,-79.58333333,165,BOYD 43 49 79 35 165 19780117 20031216 170
ONR-2305,Ontario Ministry of Natural Ressources,CLAREMONT,43.83333333,-79.08333333,180,CLAREMONT 43 50 79 5 180 19780201 20031216 185
ONR-2306,Ontario Ministry of Natural Ressources,STOUFFVILLE,43.96666667,-79.23333333,268,STOUFFVILLE 43 58 79 14 268 19790115 20031216 180
ONR-2307,Ontario Ministry of Natural Ressources,HEART LAKE,43.75,-79.8,253,HEART LAKE 43 45 79 48 253 19790115 20031216 172
ONR-2308,Ontario Ministry of Natural Ressources,BRUCE'S MILL,43.95,-79.35,256,BRUCE'S MILL 43 57 79 21 256 19790115 20031216 182
ONR-2401,Ontario Ministry of Natural Ressources,CHRISTIES,43.28333333,-80.03333333,241,CHRISTIES 43 17 80 2 241 19730201 20031216 210
ONR-2402,Ontario Ministry of Natural Ressources,MOUNT ALBION,43.2,-79.83333333,183,MOUNT ALBION 43 12 79 50 183 19770103 20031216 181
ONR-2403,Ontario Ministry of Natural Ressources,VALENS,43.38333333,-80.13333333,274,VALENS 43 23 80 8 274 19680301 20031216 229
ONR-2404,Ontario Ministry of Natural Ressources,DUNDAS VALLY,43.25,-80.01666667,145,DUNDAS VALLY 43 15 80 1 145 19850115 20031216 145
ONR-2501,Ontario Ministry of Natural Ressources,ETHEL,43.71666667,-81.11666667,350,ETHEL 43 43 81 7 350 19640108 20031216 317
ONR-2502,Ontario Ministry of Natural Ressources,GALBRAITH,43.63333333,-80.91666667,387,GALBRAITH 43 38 80 55 387 19640108 20031216 319
ONR-2503,Ontario Ministry of Natural Ressources,MORLEY,43.91666667,-81.15,343,MORLEY 43 55 81 9 343 19640108 20031216 320
ONR-2504,Ontario Ministry of Natural Ressources,HARRISTON,43.91666667,-80.86666667,381,HARRISTON 43 55 80 52 381 19680103 20031216 289
ONR-2505,Ontario Ministry of Natural Ressources,WESTFIELD,43.83333333,-81.45,305,WESTFIELD 43 50 81 27 305 19750103 20031216 244
ONR-2506,Ontario Ministry of Natural Ressources,KINLOSS TWP,43.98333333,-81.43333333,290,KINLOSS TWP 43 59 81 26 290 19811201 20031216 199
ONR-2507,Ontario Ministry of Natural Ressources,WALLACE TWP,43.73333333,-80.88333333,396,WALLACE TWP 43 44 80 53 396 19811201 20031216 174
ONR-2508,Ontario Ministry of Natural Ressources,MCKILLOP TWP,43.65,-81.3,335,MCKILLOP TWP 43 39 81 18 335 19811201 20031216 177
ONR-2601,Ontario Ministry of Natural Ressources,BLAKENEY,45.25,-76.25,122,BLAKENEY 45 15 76 15 122 19730110 20031216 256
ONR-2602,Ontario Ministry of Natural Ressources,BRIGHTSIDE,45.11666667,-76.5,183,BRIGHTSIDE 45 7 76 30 183 19730111 20031216 260
ONR-2603,Ontario Ministry of Natural Ressources,HUNTLEY,45.3,-75.98333333,122,HUNTLEY 45 18 75 59 122 19730112 19880331 121
ONR-2604,Ontario Ministry of Natural Ressources,INNISVILLE,45.06666667,-76.25,160,INNISVILLE 45 4 76 15 160 19730112 19940415 173
ONR-2605,Ontario Ministry of Natural Ressources,MABERLEY,44.83333333,-76.56666667,183,MABERLEY 44 50 76 34 183 19730111 20031217 263
ONR-2606,Ontario Ministry of Natural Ressources,BON ECHO,44.9,-77.2,274,BON ECHO 44 54 77 12 274 19811216 20031217 188
ONR-2607,Ontario Ministry of Natural Ressources,SNOW ROAD,44.95,-76.68333333,213,SNOW ROAD 44 57 76 41 213 19811201 19930215 93
ONR-2608,Ontario Ministry of Natural Ressources,ARDOCH,44.91666667,-76.93333333,274,ARDOCH 44 55 76 56 274 19811201 20031217 193
ONR-2609,Ontario Ministry of Natural Ressources,KINBURN,45.4,-76.18333333,99,KINBURN 45 24 76 11 99 19811202 20031216 188
ONR-2610,Ontario Ministry of Natural Ressources,BUCKSHOT,45.03333333,-77.1,381,BUCKSHOT 45 2 77 6 381 19851202 20031217 161
ONR-2611,Ontario Ministry of Natural Ressources,GORDON RAPDS,45.13333333,-76.61666667,312,GORDON RAPDS 45 8 76 37 312 19851202 20031216 162
ONR-2612,Ontario Ministry of Natural Ressources,HERRON MILLS,45.05,-76.41666667,152,HERRON MILLS 45 3 76 25 152 19851218 19880115 6
ONR-2613,Ontario Ministry of Natural Ressources,CANONTO,45.06666667,-76.78333333,274,CANONTO 45 4 76 47 274 19861202 20031216 149
ONR-2614,Ontario Ministry of Natural Ressources,CLARENDON,44.86666667,-76.71666667,259,CLARENDON 44 52 76 43 259 19861215 19890331 23
ONR-2615,Ontario Ministry of Natural Ressources,CLYDESVILLE,45.05,-76.41666667,152,CLYDESVILLE 45 3 76 25 152 19861216 19880331 17
ONR-2616,Ontario Ministry of Natural Ressources,FALLBROOK,44.95,-76.4,160,FALLBROOK 44 57 76 24 160 19861203 20031217 149
ONR-2617,Ontario Ministry of Natural Ressources,LAVANT,45.06666667,-76.65,300,LAVANT 45 4 76 39 300 19861203 20031216 152
ONR-2618,Ontario Ministry of Natural Ressources,MACAVOY LAKE,45.03333333,-77.26666667,297,MACAVOY LAKE 45 2 77 16 297 19861202 20031217 152
ONR-2619,Ontario Ministry of Natural Ressources,SNOW ROAD II,44.95,-76.68333333,213,SNOW ROAD II 44 57 76 41 213 19921202 20031216 103
ONR-2620,Ontario Ministry of Natural Ressources,INNISVILLE II,45.05,-76.25,-99999,INNISVILLE II 45 3 76 15 -999 19950104 20031218 82
ONR-2701,Ontario Ministry of Natural Ressources,MADOC,44.51666667,-77.51666667,198,MADOC 44 31 77 31 198 19590320 20031216 284
ONR-2702,Ontario Ministry of Natural Ressources,ACTINOLITE,44.55,-77.33333333,167,ACTINOLITE 44 33 77 20 167 19590320 19841214 143
ONR-2703,Ontario Ministry of Natural Ressources,PLAINFIELD,44.28333333,-77.35,107,PLAINFIELD 44 17 77 21 107 19590310 20031216 283
ONR-2704,Ontario Ministry of Natural Ressources,STIRLING,44.26666667,-77.5,190,STIRLING 44 16 77 30 190 19600203 20031216 284
ONR-2705,Ontario Ministry of Natural Ressources,MILLBRIDGE,44.71666667,-77.58333333,305,MILLBRIDGE 44 43 77 35 305 19790102 20030415 164
ONR-2706,Ontario Ministry of Natural Ressources,HAWKINS BAY,44.51666667,-77.31666667,168,HAWKINS BAY 44 31 77 19 168 19840103 20031216 140
ONR-2707,Ontario Ministry of Natural Ressources,LIME LAKE,44.38333333,-77.16666667,160,LIME LAKE 44 23 77 10 160 19840103 20031216 140
ONR-2801,Ontario Ministry of Natural Ressources,BIG EAST R,45.38333333,-79.23333333,335,BIG EAST R 45 23 79 14 335 19650129 20030415 293
ONR-2802,Ontario Ministry of Natural Ressources,KIWANIS CAMP,45.45,-78.96666667,396,KIWANIS CAMP 45 27 78 58 396 19650202 20030415 292
ONR-2803,Ontario Ministry of Natural Ressources,NORWAY POINT,45.21666667,-79.03333333,335,NORWAY POINT 45 13 79 2 335 19650201 20030415 291
ONR-2804,Ontario Ministry of Natural Ressources,ROSSEAU FALL,45.23333333,-79.61666667,259,ROSSEAU FALL 45 14 79 37 259 19650202 20030415 298
ONR-2901,Ontario Ministry of Natural Ressources,SECOND DEPOT,44.55,-76.4,168,SECOND DEPOT 44 33 76 24 168 19730105 20031216 236
ONR-2902,Ontario Ministry of Natural Ressources,FOURTH DEPOT,44.6,-76.78333333,168,FOURTH DEPOT 44 36 76 47 168 19750114 20031216 223
ONR-2903,Ontario Ministry of Natural Ressources,DEAD CREEK,44.78333333,-76.91666667,-99999,DEAD CREEK 44 47 76 55 -999 19960116 20031216 49
ONR-2904,Ontario Ministry of Natural Ressources,BEAVER LAKE,44.51666667,-77,-99999,BEAVER LAKE 44 31 77 0 -999 19960103 20031216 49
ONR-3001,Ontario Ministry of Natural Ressources,COLWELL,44.31666667,-79.8,229,COLWELL 44 19 79 48 229 19720216 20031216 258
ONR-3002,Ontario Ministry of Natural Ressources,EDENVALE,44.45,-79.9,183,EDENVALE 44 27 79 54 183 19720216 20031216 259
ONR-3003,Ontario Ministry of Natural Ressources,MONO CENTRE,44.06666667,-80.06666667,442,MONO CENTRE 44 4 80 4 442 19720217 20031216 252
ONR-3004,Ontario Ministry of Natural Ressources,MAPLE VALLEY,44.28333333,-80.26666667,503,MAPLE VALLEY 44 17 80 16 503 19720216 20031216 262
ONR-3005,Ontario Ministry of Natural Ressources,TOTTENHAM,44.01666667,-79.81666667,267,TOTTENHAM 44 1 79 49 267 19720216 20031216 225
ONR-3006,Ontario Ministry of Natural Ressources,HILLSDALE,44.58333333,-79.7,247,HILLSDALE 44 35 79 42 247 19821230 19860401 16
ONR-3007,Ontario Ministry of Natural Ressources,TINY MARSH,44.6,-79.93333333,206,TINY MARSH 44 36 79 56 206 19821230 19860401 16
ONR-3008,Ontario Ministry of Natural Ressources,PETUN,44.45,-80.3,496,PETUN 44 27 80 18 496 19871130 20031216 148
ONR-3009,Ontario Ministry of Natural Ressources,NEW LOWELL,44.35,-79.98333333,206,NEW LOWELL 44 21 79 59 206 19871130 20031216 149
ONR-3010,Ontario Ministry of Natural Ressources,CARRUTHERS,44.3,-80.06666667,238,CARRUTHERS 44 18 80 4 238 19871130 20031216 149
ONR-3101,Ontario Ministry of Natural Ressources,SQUIRREL CR,44.18333333,-78.33333333,190,SQUIRREL CR 44 11 78 20 190 19720202 20031216 211
ONR-3201,Ontario Ministry of Natural Ressources,WARSAW,44.45,-78.13333333,235,WARSAW 44 27 78 8 235 19720115 20031216 215
ONR-3301,Ontario Ministry of Natural Ressources,ASHTON,45.15,-76.08333333,137,ASHTON 45 9 76 5 137 19740301 20031216 241
ONR-3302,Ontario Ministry of Natural Ressources,BECKETTS LDG,45.06666667,-75.66666667,93,BECKETTS LDG 45 4 75 40 93 19740301 19790415 30
ONR-3303,Ontario Ministry of Natural Ressources,KARS,45.1,-75.63333333,88,KARS 45 6 75 38 88 19741219 19760401 14
ONR-3304,Ontario Ministry of Natural Ressources,NOLAN'S COR,44.93333333,-75.95,124,NOLAN'S COR 44 56 75 57 124 19770118 20031216 222
ONR-3305,Ontario Ministry of Natural Ressources,PERTH,44.88333333,-76.21666667,134,PERTH 44 53 76 13 134 19740301 19790415 32
ONR-3306,Ontario Ministry of Natural Ressources,PIERCE'S COR,45.05,-75.7,93,PIERCE'S COR 45 3 75 42 93 19770117 20031216 222
ONR-3307,Ontario Ministry of Natural Ressources,WOLFORD CENT,44.8,-75.76666667,116,WOLFORD CENT 44 48 75 46 116 19770118 20031216 217
ONR-3308,Ontario Ministry of Natural Ressources,WESTPORT,44.66666667,-76.4,160,WESTPORT 44 40 76 24 160 19740301 19760401 17
ONR-3309,Ontario Ministry of Natural Ressources,BELLS CORNER,45.31666667,-75.8,95,BELLS CORNER 45 19 75 48 95 19790131 20031216 208
ONR-3401,Ontario Ministry of Natural Ressources,CHESLEY,44.28333333,-81.03333333,297,CHESLEY 44 17 81 2 297 19600215 20031216 341
ONR-3402,Ontario Ministry of Natural Ressources,DURHAM,44.16666667,-80.93333333,281,DURHAM 44 10 80 56 281 19600308 20030331 338
ONR-3403,Ontario Ministry of Natural Ressources,PAISLEY,44.26666667,-81.28333333,259,PAISLEY 44 16 81 17 259 19600308 20031216 340
ONR-3404,Ontario Ministry of Natural Ressources,WALKERTON,44.13333333,-81.16666667,289,WALKERTON 44 8 81 10 289 19600308 20031216 337
ONR-3405,Ontario Ministry of Natural Ressources,PROTON,44.16666667,-80.53333333,495,PROTON 44 10 80 32 495 19810105 20031216 204
ONR-3406,Ontario Ministry of Natural Ressources,BELLS LAKE,44.3,-80.73333333,396,BELLS LAKE 44 18 80 44 396 19800102 20031216 213
ONR-3407,Ontario Ministry of Natural Ressources,BELMORE,43.96666667,-81.2,326,BELMORE 43 58 81 12 326 19811230 20031216 194
ONR-3408,Ontario Ministry of Natural Ressources,CARRICK,44.05,-81.11666667,381,CARRICK 44 3 81 7 381 19790215 19800415 13
ONR-3410,Ontario Ministry of Natural Ressources,SWINTON PARK,44.16666667,-80.53333333,495,SWINTON PARK 44 10 80 32 495 19790201 19800415 14
