"Reporting_Year / Année_Déclaration","NPRI_ID / No_INRP","Company_Name / Dénomination_sociale_de_l'entreprise","Facility_Name / Installation","Address / Adresse","City / Ville","Province / Province","Latitude / Latitude","Longitude / Longitude","Datum / Datum","NAICS 4 Code / SCIAN 4 Chiffre","NAICS 4 Sector Name (English) / Nom de secteur SCIAN 4 (Anglais)","NAICS 4 Sector Name (French) / Nom de secteur SCIAN 4 (Français)","NAICS 6 Code / SCIAN 6 Chiffre","NAICS 6 Sector Name (English) / Nom de secteur SCIAN 6 (Anglais)","NAICS 6 Sector Name (French)","Key Industrial Sector (English)","Secteur_Industriel_Clé (French)","Units / Unités","TOTAL_ALL_RELEASES / Rejet_Total_Tout","Symbol / Symbole"
2022,2173,"Produits Forestiers GreenFirst (QC) Inc. / GreenFirst Forest Products (QC) Inc.","Kapuskasing Operations","1 Government Road","Kapuskasing","ON","49.41","-82.4239",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322122,"Newsprint mills","Usines de papier journal","Pulp and Paper","Pâte à papier et papier
","Tonnes",7.97,1
2022,2181,"AV Group NB Inc. - Nackawic Mill","Nackawic Mill","103 Pinder Road","Nackawic","NB","46.0111","-67.2265",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322112,"Chemical pulp mills","Usines de pâte chimique","Pulp and Paper","Pâte à papier et papier
","Tonnes",188.08,1
2022,2230,"Suncor Energy Oil Sands Limited Partnership","Suncor Energy Inc. Oil Sands","1 Tar Island","Fort McMurray","AB","57.0033","-111.4661",1983.00,2111,"Oil and gas extraction","Extraction de pétrole et de gaz",211142,"Mined oil sands extraction","Extraction minière de sables bitumineux","Non-Conventional Oil Extraction (including Oilsands and Heavy Oil)","Extraction de pétrole par des méthodes non classiques (incluant sables bitumineux et huile loudre)
","Tonnes",6.75,1
2022,2233,"Terra International (Canada) Inc.","CF Industries Courtright Nitrogen Complex","161 Bickford Line","Courtright","ON","42.76496","-82.45172",1984.00,3253,"Pesticide, fertilizer and other agricultural chemical manufacturing","Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",325313,"Chemical fertilizer (except potash) manufacturing","Fabrication d'engrais chimiques (sauf la potasse)","Chemicals","Produits chimiques
","Tonnes",27.39,1
2022,2238,"City of Toronto","Humber Treatment Plant","130 The Queensway","Toronto","ON","43.6333","-79.4806",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",4891.08,3
2022,2240,"City of Toronto","Ashbridges Bay Treatment Plant","9 Leslie Street","Toronto","ON","43.6569","-79.3194",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",16209.77,5
2022,2274,"Syncrude Canada Ltd.","Syncrude Canada Ltd","Highway 63 Highway North","Fort McMurray","AB","57.0405","-111.6192",1983.00,2111,"Oil and gas extraction","Extraction de pétrole et de gaz",211142,"Mined oil sands extraction","Extraction minière de sables bitumineux","Non-Conventional Oil Extraction (including Oilsands and Heavy Oil)","Extraction de pétrole par des méthodes non classiques (incluant sables bitumineux et huile loudre)
","Tonnes",0.86,1
2022,2284,"TransAlta Generation Partnership","Sundance Thermal Electric Power Generating Plant","Site 4, Box 1, RR1","Duffield","AB","53.5085","-114.5571",1983.00,2211,"Electric power generation, transmission and distribution","Production, transport et distribution d'électricité",221112,"Fossil-fuel electric power generation","Production d'électricité à partir de combustibles fossiles","Electricity","Électricité
","Tonnes",0.01,1
2022,2372,"Myra Falls Mine Ltd","Myra Falls Mine Ltd","1 Westmin Road Highway","Campbell River","BC","49.5772","-125.602",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212233,"Copper-zinc ore mining","Extraction de minerais de cuivre-zinc","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",9.07,1
2022,2461,"Mintech Canada Ltd.","Usine de PCC de Windsor","609 12th","Windsor","QC","45.5605","-71.976",1983.00,3279,"Other non-metallic mineral product manufacturing","Fabrication d'autres produits minéraux non métalliques",327990,"All other non-metallic mineral product manufacturing","Fabrication de tous les autres produits minéraux non métalliques","Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques
","Tonnes",3.75,1
2022,2478,"Stella-Jones Inc.","Masson-Angers","426  de Montréal","Gatineau","QC","45.5503","-75.3867",1983.00,3211,"Sawmills and wood preservation","Scieries et préservation du bois",321114,"Wood preservation","Préservation du bois","Wood Products","Produits en bois
","Tonnes",1.4447e-03,1
2022,2502,"Kruger Wayagamack S.E.C.","Kruger Wayagamack Inc.","1 Ile de la Potherie Street","Trois-Rivières","QC","46.3583","-72.5185",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322121,"Paper (except newsprint) mills","Usines de papier (sauf le papier journal)","Pulp and Paper","Pâte à papier et papier
","Tonnes",64.00,1
2022,2515,"Koch Fertilizer Canada, ULC","Koch Fertilizer Canada, ULC","1400 17th Street East","Brandon","MB","49.8309","-99.9078",1983.00,3253,"Pesticide, fertilizer and other agricultural chemical manufacturing","Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",325313,"Chemical fertilizer (except potash) manufacturing","Fabrication d'engrais chimiques (sauf la potasse)","Chemicals","Produits chimiques
","Tonnes",19.95,1
2022,2553,"West Fraser Mills Ltd.","Quesnel River Pulp, a division of West Fraser Mills Ltd.","1000 Finning Road","Quesnel","BC","53.00666","-122.49816",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322111,"Mechanical pulp mills","Usines de pâte mécanique","Pulp and Paper","Pâte à papier et papier
","Tonnes",31.00,1
2022,2560,"Stella-Jones Inc.","Stella-Jones Inc. - Guelph Plant","7818 Wellington Rd. 22","Guelph","ON","43.6584","-80.3003",1983.00,3211,"Sawmills and wood preservation","Scieries et préservation du bois",321114,"Wood preservation","Préservation du bois","Wood Products","Produits en bois
","Tonnes",3.1757e-03,1
2022,2604,"Irving Pulp & Paper, Limited","Irving Pulp & Paper, Limited","408 Mill Street","Saint John","NB","45.262","-66.0924",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322112,"Chemical pulp mills","Usines de pâte chimique","Pulp and Paper","Pâte à papier et papier
","Tonnes",169.02,1
2022,2607,"AV Terrace Bay Inc.","AV Terrace Bay","21 Mill Road","Terrace Bay","ON","48.7965","-87.1039",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322112,"Chemical pulp mills","Usines de pâte chimique","Pulp and Paper","Pâte à papier et papier
","Tonnes",155.44,1
2022,2638,"City of Regina","Wastewater Facility","100 Fleming  Road","Regina","SK","50.47","-104.744",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",799.24,4
2022,2669,"Prairie Forest Products","PRAIRIE FOREST PRODUCTS - NEEPAWA","205 16 Highway West","Neepawa","MB","50.2277","-99.5073",1983.00,3211,"Sawmills and wood preservation","Scieries et préservation du bois",321114,"Wood preservation","Préservation du bois","Wood Products","Produits en bois
","Tonnes",1.1066e-03,1
2022,2710,"Evolution Mining Gold Operations Ltd.","Red Lake Operation","15 Eric Radford Way","Balmertown","ON","51.06183","-93.74323",1984.00,2122,"Metal ore mining","Extraction de minerais métalliques",212220,"Gold and silver ore mining","Extraction de minerais d'or et d'argent","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",165.76,1
2022,2749,"City of Medicine Hat","Wastewater Treatment Plant","580 1st  Street Southeast","Medicine Hat","AB","50.05","-110.6417",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",581.50,4
2022,2776,"Parkland Refining (B.C.) Ltd.","Burnaby Refinery","355 Willingdon Avenue North","Burnaby","BC","49.28869","-123.00575",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",0.63,1
2022,2788,"Rio Tinto Alcan Inc","Rio Tinto Alcan Inc.","1 Smeltersite Road","Kitimat","BC","54.0102","-128.7036",1983.00,3313,"Alumina and aluminum production and processing","Production et transformation d'alumine et d'aluminium",331313,"Primary production of alumina and aluminum","Production primaire d'alumine et d'aluminium","Aluminum","Aluminum","Tonnes",2.250785e-03,1
2022,2815,"Glencore","Kidd Metallurgical Site","Suite 6900 10050 Highway 101 East Highway East","Timmins/District of Cochrane","ON","48.5493","-81.078",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212233,"Copper-zinc ore mining","Extraction de minerais de cuivre-zinc","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",77.17,1
2022,2875,"International Paper Company","International Paper Canadian Pulp Holdings ULC","10 km SE on Resources Road","Grande Prairie","AB","55.0712","-118.6912",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322112,"Chemical pulp mills","Usines de pâte chimique","Pulp and Paper","Pâte à papier et papier
","Tonnes",57.50,1
2022,2912,"Stella-Jones Inc.","Prince George Plant","7177 Pacific Street","Prince George","BC","53.8543","-122.7312",1983.00,3211,"Sawmills and wood preservation","Scieries et préservation du bois",321114,"Wood preservation","Préservation du bois","Wood Products","Produits en bois
","Tonnes",2.670196e-03,1
2022,2924,"Kruger inc","Kamloops Mill (SFO)","2005 Mission Flats Road","Kamloops","BC","50.6861","-120.4037",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322112,"Chemical pulp mills","Usines de pâte chimique","Pulp and Paper","Pâte à papier et papier
","Tonnes",173.94,1
2022,2935,"Mines d'Or Wesdome limitée","Complexe minier Kiena","950 Kienawisik Road","Val-d'Or","QC","48.12065","-77.91646",1984.00,2122,"Metal ore mining","Extraction de minerais métalliques",212220,"Gold and silver ore mining","Extraction de minerais d'or et d'argent","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",5.22,1
2022,2938,"Société en commandite Revenu Noranda","SOCIÉTÉ EN COMMANDITE REVENU NORANDA - VALLEYFIELD","860  Gérard Cadieux Boulevard","Salaberry de Valleyfield","QC","45.2283","-74.0981",1983.00,3314,"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",331410,"Non-ferrous metal (except aluminum) smelting and refining","Fonte et affinage de métaux non ferreux (sauf l'aluminium)","Metals (Except Aluminum and Iron and Steel)","Métaux (sauf aluminium et fer et acier)
","Tonnes",2.11,1
2022,2948,"Rayonier A.M. Canada G.P.","Site de Témiscaming","33 Kipawa Road","Témiscaming","QC","46.7111","-79.0967",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322112,"Chemical pulp mills","Usines de pâte chimique","Pulp and Paper","Pâte à papier et papier
","Tonnes",49.07,1
2022,2960,"Shell Canada Products","Shell Scotford Refinery","55522 Range Road 214","Fort Saskatchewan","AB","53.7959","-113.0996",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",0.13,1
2022,2984,"Stelco Inc.","Hamilton","386 Wilcox Street","Hamilton","ON","43.26926","-79.8246",1984.00,3311,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie",331110,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie","Iron and Steel","Fer et acier
","Tonnes",1.08,1
2022,2986,"ArcelorMittal Produits Longs Canada s.e.n.c","ArcelorMittal Contrecoeur Ouest","2050 Route des Aciéries","Contrecoeur","QC","45.8206","-73.2661",1983.00,3311,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie",331110,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie","Iron and Steel","Fer et acier
","Tonnes",0.19,1
2022,2991,"West Fraser Mills Ltd.","Hinton Pulp, a division of West Fraser Mills Ltd.","760 Switzer Drive","Hinton","AB","53.4133","-117.5706",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322112,"Chemical pulp mills","Usines de pâte chimique","Pulp and Paper","Pâte à papier et papier
","Tonnes",177.12,1
2022,3071,"Suncor Energy Products Partnership","Sarnia Refinery","1900 River Road","Sarnia","ON","42.9306","-82.4433",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",11.23,1
2022,3140,"Compagnie WestRock du Canada Corp.","Usine de La Tuque","1000 Chemin de l'Usine","La Tuque","QC","47.45","-72.7917",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322130,"Paperboard mills","Usines de carton","Pulp and Paper","Pâte à papier et papier
","Tonnes",92.42,1
2022,3147,"Canadian Nuclear Laboratories","Chalk River Laboratories","286 Plant Road","Chalk River","ON","46.0554","-77.3628",1983.00,5419,"Other professional, scientific and technical services","Autres services professionnels, scientifiques et techniques",541990,"All other professional, scientific and technical services","Tous les autres services professionnels, scientifiques et techniques","Other (Except Manufacturing)","Autres (sauf fabrication)
","Tonnes",1.196e-04,1
2022,3161,"Ontario Power Generation Inc.","Pickering Nuclear - East Complex","1675 Montgomery Park Road Road","Pickering","ON","43.8104","-79.0676",1983.00,2211,"Electric power generation, transmission and distribution","Production, transport et distribution d'électricité",221113,"Nuclear electric power generation","Production d'électricité d'origine nucléaire","Electricity","Électricité
","Tonnes",0.95,1
2022,3163,"Ontario Power Generation Inc.","Darlington Nuclear","1 Holt Road","Bowmanville","ON","43.8681","-78.725",1983.00,2211,"Electric power generation, transmission and distribution","Production, transport et distribution d'électricité",221113,"Nuclear electric power generation","Production d'électricité d'origine nucléaire","Electricity","Électricité
","Tonnes",2.13,1
2022,3185,"Domtar Inc.","Espanola Mill","1 Station Road","Espanola","ON","46.2681","-81.7683",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322121,"Paper (except newsprint) mills","Usines de papier (sauf le papier journal)","Pulp and Paper","Pâte à papier et papier
","Tonnes",105.30,1
2022,3197,"Williams Operating Corporation","Williams Mine","3km West of Junction Hwy 17 and 614 Highway West","Marathon","ON","48.6942","-85.9188",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212220,"Gold and silver ore mining","Extraction de minerais d'or et d'argent","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",360.54,1
2022,3238,"Ontario Power Generation Inc.","Atikokan Generating Station","15202  622 Highway","Atikokan","ON","48.8361","-91.5656",1983.00,2211,"Electric power generation, transmission and distribution","Production, transport et distribution d'électricité",221119,"Other electric power generation","Autres activités de production d'électricité","Electricity","Électricité
","Tonnes",4.87e-07,1
2022,3242,"Fibrek S.E.N.C.","Fibrek SENC","4000 St-Eusebe Road","St-Félicien","QC","48.6667","-72.4583",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322112,"Chemical pulp mills","Usines de pâte chimique","Pulp and Paper","Pâte à papier et papier
","Tonnes",148.33,1
2022,3350,"McCain Foods Canada Ltd.","FLORENCEVILLE, NEW BRUNSWICK","8800 Main Street","Florenceville-Bristol","NB","46.4498","-67.6116",1983.00,3114,"Fruit and vegetable preserving and specialty food manufacturing","Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires",311410,"Frozen food manufacturing","Fabrication d'aliments congelés","Other Manufacturing","Autres fabrication
","Tonnes",843.20,4
2022,3353,"McCain Foods Canada Ltd.","McCain Foods (Canada) GRAND FALLS","795 Route 108","Grand Falls","NB","47.063","-67.7767",1983.00,3119,"Other food manufacturing","Fabrication d'autres aliments",311990,"All other food manufacturing","Fabrication de tous les autres aliments","Other Manufacturing","Autres fabrication
","Tonnes",645.20,4
2022,3356,"Teck Highland Valley Copper Partnership","Teck Highland Valley Copper Partnership","97C Highway","Logan Lake","BC","50.4742","-121.027",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212233,"Copper-zinc ore mining","Extraction de minerais de cuivre-zinc","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",12.21,1
2022,3394,"Irving Paper Limited","Irving Paper","435 Bayside Drive","Saint John","NB","45.2788","-66.0249",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322121,"Paper (except newsprint) mills","Usines de papier (sauf le papier journal)","Pulp and Paper","Pâte à papier et papier
","Tonnes",36.28,1
2022,3406,"Rio Tinto Alcan Inc","Usine Arvida","1955 Mellon Boulevard","Saguenay","QC","48.4274","-71.1599",1983.00,3313,"Alumina and aluminum production and processing","Production et transformation d'alumine et d'aluminium",331313,"Primary production of alumina and aluminum","Production primaire d'alumine et d'aluminium","Aluminum","Aluminum","Tonnes",1.99248e-03,1
2022,3411,"Hudbay Minerals","HBMS Snow Lake Mill","1 393 Highway","Snow Lake","MB","54.8561","-99.9434",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212233,"Copper-zinc ore mining","Extraction de minerais de cuivre-zinc","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",28.85,1
2022,3414,"Hudbay Minerals","HBMS Flin Flon Metallurgical Complex","1 Company Road","Flin Flon","MB","54.771","-101.884",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212233,"Copper-zinc ore mining","Extraction de minerais de cuivre-zinc","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",23.94,1
2022,3422,"INVISTA (Canada) Company","Kingston Site","455 Front Road","Kingston","ON","44.2159","-76.5553",1983.00,3252,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing","Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",325220,"Artificial and synthetic fibres and filaments manufacturing","Fabrication de fibres et de filaments artificiels et synthétiques","Chemicals","Produits chimiques
","Tonnes",0.05,1
2022,3468,"Michelin North America (Canada)","Bridgewater Plant","233 Logan Road","Bridgewater","NS","44.3853","-64.541",1983.00,3262,"Rubber product manufacturing","Fabrication de produits en caoutchouc",326210,"Tire manufacturing","Fabrication de pneus","Plastics and Rubber","Plastiques et caoutchouc
","Tonnes",0.06,1
2022,3470,"Michelin North America (Canada)","Waterville Plant","866 Randolph Road Road","Waterville","NS","45.0493","-64.653",1983.00,3262,"Rubber product manufacturing","Fabrication de produits en caoutchouc",326210,"Tire manufacturing","Fabrication de pneus","Plastics and Rubber","Plastiques et caoutchouc
","Tonnes",5.0e-03,1
2022,3529,"Chemtrade Logistics Inc.","Chemtrade Electrochem - North Vancouver Chlor-alkali Facility","100 Amherst Avenue","North Vancouver","BC","49.3004","-123.0156",1983.00,3251,"Basic chemical manufacturing","Fabrication de produits chimiques de base",325181,"Alkali and chlorine manufacturing","Fabrication d'alcalis et de chlore","Chemicals","Produits chimiques
","Tonnes",1308.00,3
2022,3571,"Ville de Montréal","Station d'épuration des eaux usées Jean-R.-Marcotte","12001 Maurice-Duplessis Boulevard Northeast","Montréal","QC","45.6722","-73.525",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",6966.78,4
2022,3623,"Glencore Canada Corporation","Glencore Canada Corporation - Fonderie Horne","156 Marcel-Baril Avenue","Rouyn-Noranda","QC","48.25935","-79.00796",1984.00,3314,"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",331410,"Non-ferrous metal (except aluminum) smelting and refining","Fonte et affinage de métaux non ferreux (sauf l'aluminium)","Metals (Except Aluminum and Iron and Steel)","Métaux (sauf aluminium et fer et acier)
","Tonnes",77.98,1
2022,3649,"ArcelorMittal Produits Longs Canada s.e.n.c","ArcelorMittal Contrecoeur Est","3900 Route des Aciéries","Contrecoeur","QC","45.833684","-73.261054",1983.00,3311,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie",331110,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie","Iron and Steel","Fer et acier
","Tonnes",0.51,1
2022,3655,"ArcelorMittal Produits Longs Canada s.e.n.c","Usine de déchiquetage - ArcelorMittal Contrecoeur","3185 Marie-Victorin Route","Contrecoeur","QC","45.83466","-73.255033",1983.00,4181,"Recyclable material merchant wholesalers","Grossistes-marchands de matières recyclables",418110,"Recyclable metal merchant wholesalers","Grossistes-marchands de métaux recyclables","Other (Except Manufacturing)","Autres (sauf fabrication)
","Tonnes",3.7333e-03,1
2022,3657,"Cameco Corporation","BLIND RIVER REFINERY","328 Eldorado Road Northwest","Blind River","ON","46.1799","-83.0172",1983.00,3251,"Basic chemical manufacturing","Fabrication de produits chimiques de base",325189,"All other basic inorganic chemical manufacturing","Fabrication de tous les autres produits chimiques inorganiques de base","Chemicals","Produits chimiques
","Tonnes",4.81,1
2022,3677,"Regional Municipality of Niagara","Niagara Falls Wastewater Treatment Plant","3450 Stanley Avenue","Niagara Falls","ON","43.1243","-79.0849",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",431.48,1
2022,3680,"Regional Municipality of Niagara","Port Dalhousie Wastewater Treatment Plant","40 Lighthouse Road","St. Catharines","ON","43.2003","-79.2607",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",265.90,1
2022,3683,"Regional Municipality of Niagara","Port Weller Wastewater Treatment Plant","27 Lombardy Street","St. Catharines","ON","43.2251","-79.219",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",376.72,1
2022,3686,"Regional Municipality of Niagara","Port Colborne Wastewater Treatment Plant","30 Prosperity Avenue","Port Colborne","ON","42.9065","-79.2511",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",51.82,1
2022,3701,"Imperial Oil","Imperial Oil Nanticoke Refinery","225 Concession 2 Concession","Nanticoke","ON","42.8375","-80.0517",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",38.55,1
2022,3704,"Imperial Oil","Sarnia Refinery Plant","602  Christina Street South","Sarnia","ON","42.9542","-82.4158",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",307.89,1
2022,3707,"Imperial Oil","Imperial Oil, Strathcona Refinery","3400 Baseline Road","Edmonton","AB","53.5417","-113.3917",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",0.41,1
2022,3713,"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc. partners in ArcelorMittal Dofasco G.P.","ArcelorMittal Dofasco","1330 Burlington Street East","Hamilton","ON","43.2597","-79.8111",1983.00,3311,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie",331110,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie","Iron and Steel","Fer et acier
","Tonnes",34.87,1
2022,3802,"Teck Metals Ltd.","Trail Operations","25 Aldridge Avenue","Trail","BC","49.0999","-117.7178",1983.00,3314,"Non-ferrous metal (except aluminum) production and processing","Production et transformation de métaux non ferreux (sauf l'aluminium)",331410,"Non-ferrous metal (except aluminum) smelting and refining","Fonte et affinage de métaux non ferreux (sauf l'aluminium)","Metals (Except Aluminum and Iron and Steel)","Métaux (sauf aluminium et fer et acier)
","Tonnes",59.42,1
2022,3803,"Ontario Clean Water Agency","G.E. Booth (Lakeview) Wastewater Treatment Facility","1300 Lakeshore Road East","Mississauga","ON","43.5784","-79.5476",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",2459.84,3
2022,3810,"McEwen Mining","McEwen Ontario Black Fox Mine","2839 Hwy 101 Highway East","Matheson","ON","48.5344","-80.3416",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212220,"Gold and silver ore mining","Extraction de minerais d'or et d'argent","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",18.30,1
2022,3812,"Groupe des tréfileries Sivaco 2004","Sivaco Québec","800  Ouellette","Marieville","QC","45.429756","-73.167875",1983.00,3312,"Steel product manufacturing from purchased steel","Fabrication de produits en acier à partir d'acier acheté",331222,"Steel wire drawing","Étirage de fils d'acier","Iron and Steel","Fer et acier
","Tonnes",2.9e-03,1
2022,3821,"Canadian Fertilizers Limited","Canadian Fertilizers Limited","1250 52 Street Northwest","Medicine Hat","AB","50.0866","-110.7167",1983.00,3253,"Pesticide, fertilizer and other agricultural chemical manufacturing","Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",325313,"Chemical fertilizer (except potash) manufacturing","Fabrication d'engrais chimiques (sauf la potasse)","Chemicals","Produits chimiques
","Tonnes",4.12,1
2022,3824,"Gerdau Ameristeel Corporation","Gerdau Ameristeel Corporation, Whitby Mill","1 Gerdau Court","Whitby","ON","43.8578","-78.9097",1983.00,3311,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie",331110,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie","Iron and Steel","Fer et acier
","Tonnes",0.05,1
2022,3855,"Stelco Inc.","Lake Erie","2330 Regional #3 Road","Haldimand County","ON","42.81","-80.0967",1983.00,3311,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie",331110,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie","Iron and Steel","Fer et acier
","Tonnes",50.02,1
2022,3897,"Suncor Energy Products Partnership","Raffinerie de Montreal","11701 Sherbrooke Street East","Montreal","QC","45.6417","-73.5167",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",6.46,1
