XCoord;YCoord;OBJECTID;SCAT_CLASS_EN;SCAT_CLASS_FR;PROVINCEEXTENT;SHAPE_LENGTH;CREATEDBY
-14667699.2;6927061.755;2927;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2389.382358;ECCC
-14666924.25;6927087.866;2928;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1429.927805;ECCC
-14666320.56;6926453.626;2929;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;540.607742;ECCC
-14665482.04;6926291.041;2930;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1579.054864;ECCC
-14664949.58;6925384.739;2931;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;272.497155;ECCC
-14664726.41;6925158.572;2932;Bedrock Cliff/Vertical;Falaise rocheuse;BC;420.850651;ECCC
-14664569.97;6924894.208;2933;Boulder Beach or Bank;Plage ou berge de blocs;BC;253.321009;ECCC
-14664405.37;6924761.964;2934;Bedrock Cliff/Vertical;Falaise rocheuse;BC;255.140028;ECCC
-14664400.84;6924439.696;2935;Boulder Beach or Bank;Plage ou berge de blocs;BC;462.417614;ECCC
-14664356.49;6924097.364;2936;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;286.361627;ECCC
-14664225.17;6923814.426;2937;Boulder Beach or Bank;Plage ou berge de blocs;BC;412.32224;ECCC
-14664137.09;6923433.414;2938;Bedrock Cliff/Vertical;Falaise rocheuse;BC;392.371973;ECCC
-14664130.28;6923019.232;2939;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;550.482116;ECCC
-14663855.22;6922893.948;2940;Bedrock Cliff/Vertical;Falaise rocheuse;BC;767.124418;ECCC
-14664092.65;6922625.177;2941;Boulder Beach or Bank;Plage ou berge de blocs;BC;664.282042;ECCC
-14663784.54;6922178.965;2942;Bedrock Cliff/Vertical;Falaise rocheuse;BC;849.586943;ECCC
-14663848.33;6921361.772;2943;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1680.952735;ECCC
-14663335.35;6921107.086;2944;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;289.107965;ECCC
-14663429.45;6920896.286;2945;Bedrock Cliff/Vertical;Falaise rocheuse;BC;397.692521;ECCC
-14663242.32;6920499.895;2946;Boulder Beach or Bank;Plage ou berge de blocs;BC;593.423167;ECCC
-14662869.52;6920304.956;2947;Bedrock Cliff/Vertical;Falaise rocheuse;BC;333.623946;ECCC
-14662403.05;6919436.246;2948;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;1840.620457;ECCC
-14662192.82;6918347.881;2949;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;487.843054;ECCC
-14661973.53;6918223.72;2950;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;341.589276;ECCC
-14662052.28;6917974.139;2951;Boulder Beach or Bank;Plage ou berge de blocs;BC;456.825291;ECCC
-14661866.08;6917639.593;2952;Bedrock Cliff/Vertical;Falaise rocheuse;BC;416.19131;ECCC
-14661511.52;6917194.155;2953;Boulder Beach or Bank;Plage ou berge de blocs;BC;737.690167;ECCC
-14660822.16;6916664.962;2954;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1141.736209;ECCC
-14660904.53;6916242.786;2955;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;375.520684;ECCC
-14660666.24;6915931.425;2956;Bedrock Cliff/Vertical;Falaise rocheuse;BC;576.418207;ECCC
-14660322.33;6915502.491;2957;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;619.37824;ECCC
-14659759.29;6914109.107;2958;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2778.036515;ECCC
-14668351.18;6935050.953;2959;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;1341.450267;ECCC
-14668221.2;6934128.465;2960;Boulder Beach or Bank;Plage ou berge de blocs;BC;562.654768;ECCC
-14674936.18;6931527.272;2961;Bedrock Cliff/Vertical;Falaise rocheuse;BC;463.295656;ECCC
-14674873.19;6931748.819;2962;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;276.590114;ECCC
-14675424.88;6931150.594;2963;Boulder Beach or Bank;Plage ou berge de blocs;BC;402.357392;ECCC
-14675310.61;6929649.882;2964;Bedrock Cliff/Vertical;Falaise rocheuse;BC;3145.107747;ECCC
-14676368.97;6928321.264;2965;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;617.466397;ECCC
-14676743.17;6928136.77;2966;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;605.859469;ECCC
-14665095.06;6925599.698;2967;Boulder Beach or Bank;Plage ou berge de blocs;BC;276.505315;ECCC
-14663867.84;6921729.678;2968;Boulder Beach or Bank;Plage ou berge de blocs;BC;293.950464;ECCC
-14659854.72;6913559.004;2969;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;340.214087;ECCC
-14659938.3;6913263.996;2970;Bedrock Cliff/Vertical;Falaise rocheuse;BC;540.869387;ECCC
-14660062.09;6912913.428;2971;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;511.102224;ECCC
-14660494.65;6913159.528;2972;Bedrock Cliff/Vertical;Falaise rocheuse;BC;834.855126;ECCC
-14660923.86;6913438.343;2973;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;328.225912;ECCC
-14661864.34;6913611.033;2974;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2071.099274;ECCC
-14664093.83;6914550.293;2975;Bedrock Cliff/Vertical;Falaise rocheuse;BC;3253.42212;ECCC
-14661355.87;6911722.489;2976;Bedrock Cliff/Vertical;Falaise rocheuse;BC;3216.647377;ECCC
-14660349;6910755.052;2977;Bedrock Cliff/Vertical;Falaise rocheuse;BC;317.033125;ECCC
-14660143.86;6910902.805;2978;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;457.793034;ECCC
-14660343.38;6910174.788;2979;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2234.592017;ECCC
-14658910.93;6909000.303;2980;Boulder Beach or Bank;Plage ou berge de blocs;BC;310.135889;ECCC
-14658548.68;6908268.15;2981;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2406.463211;ECCC
-14659835.94;6907099.84;2982;Boulder Beach or Bank;Plage ou berge de blocs;BC;2212.587896;ECCC
-14658416.99;6906612.191;2983;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2398.248494;ECCC
-14657705.54;6905815.24;2984;Boulder Beach or Bank;Plage ou berge de blocs;BC;588.361132;ECCC
-14657146.77;6906158.943;2985;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1215.119672;ECCC
-14656962.73;6905772.156;2986;Boulder Beach or Bank;Plage ou berge de blocs;BC;375.810762;ECCC
-14656453.66;6905603.533;2987;Bedrock Cliff/Vertical;Falaise rocheuse;BC;784.118886;ECCC
-14656087.73;6905364.239;2988;Boulder Beach or Bank;Plage ou berge de blocs;BC;269.092684;ECCC
-14655609.81;6904936.911;2989;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1156.697074;ECCC
-14655200.25;6904265.063;2990;Boulder Beach or Bank;Plage ou berge de blocs;BC;542.094335;ECCC
-14654827.47;6903965.012;2991;Bedrock Cliff/Vertical;Falaise rocheuse;BC;447.264873;ECCC
-14654496.57;6903693.013;2992;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;629.104302;ECCC
-14654545.6;6903975.269;2993;Boulder Beach or Bank;Plage ou berge de blocs;BC;335.145032;ECCC
-14654643.24;6904292.582;2994;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;404.749918;ECCC
-14654507.04;6904545.85;2995;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;252.291974;ECCC
-14654570.04;6904765.645;2996;Bedrock Cliff/Vertical;Falaise rocheuse;BC;257.347209;ECCC
-14654471.49;6904948.243;2997;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;275.200273;ECCC
-14653382.64;6904861.985;2998;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2494.834519;ECCC
-14652097.87;6903767.236;2999;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2302.198116;ECCC
-14652094.63;6902956.812;3000;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;349.222451;ECCC
-14651988.86;6902641.629;3001;Bedrock Cliff/Vertical;Falaise rocheuse;BC;417.873838;ECCC
-14651888.95;6902390.933;3002;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;434.294295;ECCC
-14652486.98;6901970.684;3003;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1418.307612;ECCC
-14652879.32;6901626.784;3004;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;286.793786;ECCC
-14653109.03;6901685.213;3005;Bedrock Cliff/Vertical;Falaise rocheuse;BC;260.732566;ECCC
-14653336.71;6901739.111;3006;Boulder Beach or Bank;Plage ou berge de blocs;BC;259.635059;ECCC
-14653941.55;6900017.189;3007;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2955.132385;ECCC
-14654681.82;6900026.107;3008;Boulder Beach or Bank;Plage ou berge de blocs;BC;296.981357;ECCC
-14655005.04;6900080.392;3009;Bedrock Cliff/Vertical;Falaise rocheuse;BC;762.957866;ECCC
-14655778.63;6900527.17;3010;Bedrock Cliff/Vertical;Falaise rocheuse;BC;688.965068;ECCC
-14655676.43;6900226.551;3011;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1029.494488;ECCC
-14655402.35;6899483.656;3012;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;917.64946;ECCC
-14657842.49;6899573.164;3013;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2171.043312;ECCC
-14657879.42;6898569.942;3014;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2983.148433;ECCC
-14656707.32;6898145.296;3015;Bedrock Cliff/Vertical;Falaise rocheuse;BC;854.070003;ECCC
-14654297.26;6898124.746;3016;Bedrock Cliff/Vertical;Falaise rocheuse;BC;896.947879;ECCC
-14653048.65;6898672.315;3017;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1293.030267;ECCC
-14652552.46;6898319.47;3018;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;493.760282;ECCC
-14652131.4;6898240.189;3019;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1517.608243;ECCC
-14653500.56;6898448.473;3020;Bedrock Cliff/Vertical;Falaise rocheuse;BC;364.193619;ECCC
-14654615.7;6897569.084;3021;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2122.993637;ECCC
-14651079.75;6897037.883;3022;Bedrock Cliff/Vertical;Falaise rocheuse;BC;365.06638;ECCC
-14655864.42;6897806.779;3023;Bedrock Cliff/Vertical;Falaise rocheuse;BC;3250.125455;ECCC
-14666671.04;6915817.83;3024;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2864.88537;ECCC
-14667196.15;6914972.033;3025;Bedrock Cliff/Vertical;Falaise rocheuse;BC;3263.755788;ECCC
-14665080.87;6913718.152;3026;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2864.514892;ECCC
-14663327.56;6912837.764;3027;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2010.309841;ECCC
-14660550.69;6910688.745;3028;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;405.494476;ECCC
-14660630.43;6910711.47;3029;Boulder Beach or Bank;Plage ou berge de blocs;BC;296.2021;ECCC
-14659189.73;6909756.348;3030;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1999.178668;ECCC
-14659721.68;6906223.562;3031;Boulder Beach or Bank;Plage ou berge de blocs;BC;1208.4778;ECCC
-14659273.7;6907026.379;3032;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1397.685172;ECCC
-14657745.28;6905928.84;3033;Boulder Beach or Bank;Plage ou berge de blocs;BC;321.492056;ECCC
-14653455.28;6900811.302;3034;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2382.761824;ECCC
-14656191.27;6900493.208;3035;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;513.411067;ECCC
-14654911.09;6899765.672;3036;Bedrock Cliff/Vertical;Falaise rocheuse;BC;704.317808;ECCC
-14655657.73;6898942.92;3037;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1048.010892;ECCC
-14655865.7;6898713.738;3038;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;293.557281;ECCC
-14655523.88;6898522.045;3039;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1316.095014;ECCC
-14659177.18;6899578.447;3040;Bedrock Cliff/Vertical;Falaise rocheuse;BC;3012.26129;ECCC
-14657976.82;6897681.64;3041;Bedrock Cliff/Vertical;Falaise rocheuse;BC;998.580368;ECCC
-14658317.07;6897099.82;3042;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;583.757276;ECCC
-14656911.2;6897891.815;3043;Boulder Beach or Bank;Plage ou berge de blocs;BC;308.646301;ECCC
-14656340.19;6898819.583;3044;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1672.21971;ECCC
-14659664.25;6900672.069;3045;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;882.05681;ECCC
-14652327.05;6896675.211;3046;Bedrock Cliff/Vertical;Falaise rocheuse;BC;729.516809;ECCC
-14654021.58;6897183.678;3047;Boulder Beach or Bank;Plage ou berge de blocs;BC;479.053619;ECCC
-14653762.15;6897930.916;3048;Bedrock Cliff/Vertical;Falaise rocheuse;BC;440.535293;ECCC
-14654028.61;6897943.463;3049;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;263.523139;ECCC
-14653477.27;6897244.243;3050;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1329.604993;ECCC
-14652973.33;6896607.25;3051;Boulder Beach or Bank;Plage ou berge de blocs;BC;654.94517;ECCC
-14651577.04;6896749.729;3052;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;911.74202;ECCC
-14650671.33;6896691.979;3053;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;2333.533018;ECCC
-14651219.01;6896302.306;3054;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;697.318121;ECCC
-14650856.75;6894562.698;3055;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2647.175743;ECCC
-14651690.27;6892954.069;3056;Boulder Beach or Bank;Plage ou berge de blocs;BC;2135.680822;ECCC
-14651192.89;6892583.852;3057;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;644.326463;ECCC
-14650901.51;6892901.106;3058;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;440.672541;ECCC
-14650270.47;6893569.958;3059;Boulder Beach or Bank;Plage ou berge de blocs;BC;1633.886279;ECCC
-14649871.77;6894676.347;3060;Bedrock Cliff/Vertical;Falaise rocheuse;BC;767.267127;ECCC
-14649118.55;6894919.48;3061;Boulder Beach or Bank;Plage ou berge de blocs;BC;1166.886054;ECCC
-14648463.75;6895167.06;3062;Bedrock Cliff/Vertical;Falaise rocheuse;BC;275.094387;ECCC
-14648046.47;6895419.973;3063;Boulder Beach or Bank;Plage ou berge de blocs;BC;725.927635;ECCC
-14647611.91;6895652.222;3064;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;285.511858;ECCC
-14647475.31;6895946.671;3065;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;389.92138;ECCC
-14647322.65;6896227.32;3066;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;286.799776;ECCC
-14647090.92;6896715.159;3067;Boulder Beach or Bank;Plage ou berge de blocs;BC;839.435179;ECCC
-14646907.85;6897578.459;3068;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1127.774574;ECCC
-14645817.83;6897272.213;3069;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;2416.767881;ECCC
-14644826.92;6896807.525;3070;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;320.346168;ECCC
-14644350.94;6896628.673;3071;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;855.375861;ECCC
-14643755.69;6896428.615;3072;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;648.938537;ECCC
-14642988.68;6896038.415;3073;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1524.05444;ECCC
-14642974.28;6895428.896;3074;Boulder Beach or Bank;Plage ou berge de blocs;BC;381.795397;ECCC
-14643256.83;6895267.207;3075;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;320.198321;ECCC
-14643314.23;6894952.695;3076;Boulder Beach or Bank;Plage ou berge de blocs;BC;674.69017;ECCC
-14643811.65;6894856.956;3077;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;551.387628;ECCC
-14644109.68;6894511.089;3078;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;446.644804;ECCC
-14643909.11;6894202.175;3079;Bedrock Cliff/Vertical;Falaise rocheuse;BC;504.018894;ECCC
-14643666.1;6893888.54;3080;Boulder Beach or Bank;Plage ou berge de blocs;BC;316.574797;ECCC
-14643334.83;6893718.099;3081;Bedrock Cliff/Vertical;Falaise rocheuse;BC;940.651815;ECCC
-14643428.56;6893263.748;3082;Boulder Beach or Bank;Plage ou berge de blocs;BC;485.326932;ECCC
-14643876.18;6892911.412;3083;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;891.725213;ECCC
-14644255.34;6892606.67;3084;Bedrock Cliff/Vertical;Falaise rocheuse;BC;302.946121;ECCC
-14644595.56;6892509.616;3085;Boulder Beach or Bank;Plage ou berge de blocs;BC;548.00631;ECCC
-14645119.8;6892230.263;3086;Bedrock Cliff/Vertical;Falaise rocheuse;BC;718.20286;ECCC
-14646067.01;6891649.454;3087;Boulder Beach or Bank;Plage ou berge de blocs;BC;1634.555938;ECCC
-14646678.3;6890803.164;3088;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;690.204008;ECCC
-14647098.17;6890405.171;3089;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;581.967311;ECCC
-14647261.96;6889629.442;3090;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;3317.278126;ECCC
-14646288.3;6890628.584;3091;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;805.401703;ECCC
-14645746.87;6890849.871;3092;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;594.920013;ECCC
-14645373.36;6891099.97;3093;Boulder Beach or Bank;Plage ou berge de blocs;BC;469.591837;ECCC
-14644725.53;6891229.58;3094;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;1421.378154;ECCC
-14644364.36;6891758.958;3095;Bedrock Cliff/Vertical;Falaise rocheuse;BC;640.556604;ECCC
-14643987;6891835.894;3096;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;360.653168;ECCC
-14643809.13;6892040.791;3097;Bedrock Cliff/Vertical;Falaise rocheuse;BC;447.332315;ECCC
-14643478.92;6892073.598;3098;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;393.599836;ECCC
-14643283.22;6892569.404;3099;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1429.715155;ECCC
-14642759.81;6893273.919;3100;Boulder Beach or Bank;Plage ou berge de blocs;BC;574.208113;ECCC
-14642262.44;6894572.184;3101;Bedrock Cliff/Vertical;Falaise rocheuse;BC;2013.224245;ECCC
-14642347.38;6894234.261;3102;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;317.447278;ECCC
-14642344;6893629.27;3103;Bedrock Cliff/Vertical;Falaise rocheuse;BC;591.101079;ECCC
-14642007.81;6893601.809;3104;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;390.214274;ECCC
-14641733.47;6893604.275;3105;Bedrock Cliff/Vertical;Falaise rocheuse;BC;416.300684;ECCC
-14641440.69;6893494.377;3106;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;283.711066;ECCC
-14641100.62;6893701.383;3107;Boulder Beach or Bank;Plage ou berge de blocs;BC;685.828039;ECCC
-14640625.44;6894034.831;3108;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;990.472598;ECCC
-14640195.85;6895035.054;3109;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;351.389059;ECCC
-14639930.88;6895139.14;3110;Bedrock Cliff/Vertical;Falaise rocheuse;BC;667.589418;ECCC
-14639478.46;6895110.264;3111;Boulder Beach or Bank;Plage ou berge de blocs;BC;266.374973;ECCC
-14639004.73;6895131.188;3112;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;608.568673;ECCC
-14638841.2;6894769.952;3113;Bedrock Cliff/Vertical;Falaise rocheuse;BC;761.57741;ECCC
-14640364.46;6894275.095;3114;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;281.801892;ECCC
-14639801.51;6894308.995;3115;Bedrock Cliff/Vertical;Falaise rocheuse;BC;498.852573;ECCC
-14639259.03;6894194.66;3116;Bedrock Platform;Plate-forme rocheuse;BC;345.794001;ECCC
-14638962.25;6894090.397;3117;Bedrock Cliff/Vertical;Falaise rocheuse;BC;437.088241;ECCC
-14638787.87;6893569.015;3118;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1471.320686;ECCC
-14638918.9;6893142.248;3119;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;495.784427;ECCC
-14638724.06;6892773.797;3120;Bedrock Cliff/Vertical;Falaise rocheuse;BC;500.682194;ECCC
-14638299.27;6892639.974;3121;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;489.317569;ECCC
-14637934.78;6892778.321;3122;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;607.696552;ECCC
-14637489.16;6892625.458;3123;Bedrock Cliff/Vertical;Falaise rocheuse;BC;416.023925;ECCC
-14637096.65;6892398.772;3124;Boulder Beach or Bank;Plage ou berge de blocs;BC;560.233732;ECCC
-14636659.15;6892296.023;3125;Bedrock Cliff/Vertical;Falaise rocheuse;BC;430.21727;ECCC
-14635653.54;6891777.867;3126;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1152.306026;ECCC
-14635412.2;6891322.528;3127;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;267.10883;ECCC
-14635080.65;6890927.55;3128;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1500.823263;ECCC
-14635720.67;6890420.896;3129;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;791.321509;ECCC
-14636194.49;6890244.946;3130;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;405.28982;ECCC
-14636116.21;6889735.683;3131;Bedrock Cliff/Vertical;Falaise rocheuse;BC;787.066496;ECCC
-14636293.96;6889215.188;3132;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;448.454593;ECCC
-14636126;6888812.841;3133;Bedrock Cliff/Vertical;Falaise rocheuse;BC;879.814645;ECCC
-14636486.08;6888386.291;3134;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;554.79834;ECCC
-14636209.74;6888121.815;3135;Bedrock Cliff/Vertical;Falaise rocheuse;BC;431.174256;ECCC
-14635794.08;6888027.898;3136;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;713.785154;ECCC
-14635492.76;6887838.282;3137;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;280.441817;ECCC
-14635557.08;6887484.463;3138;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;650.921219;ECCC
-14635514.23;6887033.394;3139;Bedrock Cliff/Vertical;Falaise rocheuse;BC;743.068941;ECCC
-14636124.88;6886959.36;3140;Boulder Beach or Bank;Plage ou berge de blocs;BC;841.997354;ECCC
-14636676.19;6886942.278;3141;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;303.358135;ECCC
-14637006.73;6886658.975;3142;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;702.045216;ECCC
-14637425.08;6886492.95;3143;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;449.628788;ECCC
-14651050.62;6896601.054;3144;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;285.715759;ECCC
-14651188.83;6895824;3145;Boulder Beach or Bank;Plage ou berge de blocs;BC;493.099251;ECCC
-14651150.44;6893508.077;3146;Boulder Beach or Bank;Plage ou berge de blocs;BC;445.037655;ECCC
-14643818.11;6897773.368;3147;Bedrock Cliff/Vertical;Falaise rocheuse;BC;457.993902;ECCC
-14641113.76;6894085.019;3148;Bedrock Cliff/Vertical;Falaise rocheuse;BC;640.84106;ECCC
-14640103.42;6894176.447;3149;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;331.019469;ECCC
-14640564.05;6894734.192;3150;Bedrock Cliff/Vertical;Falaise rocheuse;BC;714.132582;ECCC
-14638657.06;6895169.724;3151;Bedrock Platform;Plate-forme rocheuse;BC;285.064765;ECCC
-14639274.29;6895404.429;3152;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;649.195687;ECCC
-14639044.41;6895360.701;3153;Bedrock Cliff/Vertical;Falaise rocheuse;BC;289.34667;ECCC
-14639511.96;6894168.689;3154;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;258.1921;ECCC
-14636258.47;6892199.945;3155;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;431.550981;ECCC
-14628539.08;6874388.764;3156;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;374.691758;ECCC
-14628388.61;6873837.408;3157;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;933.915509;ECCC
-14627961.1;6873878.145;3158;Bedrock Cliff/Vertical;Falaise rocheuse;BC;333.795546;ECCC
-14627942.06;6873540.335;3159;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;522.72595;ECCC
-14627597.36;6873430.439;3160;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;455.160921;ECCC
-14627388;6873584.542;3161;Boulder Beach or Bank;Plage ou berge de blocs;BC;908.353518;ECCC
-14627543.32;6873011.885;3162;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;1095.093941;ECCC
-14627148.26;6872985.66;3163;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;340.13261;ECCC
-14626537.23;6871756.764;3164;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;2975.114798;ECCC
-14626357.21;6870165.899;3165;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;412.319703;ECCC
-14626188.81;6869448.127;3166;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;1142.43036;ECCC
-14625059.15;6870970.253;3167;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;2207.937517;ECCC
-14625501.13;6870283.81;3168;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;1834.968821;ECCC
